Country,ISO3 Code,Date,Price (EUR/MWhe)
Switzerland,CHE,2016-01-25,45.99
Sweden,SWE,2016-01-25,23.92
Spain,ESP,2016-01-25,46.6
Slovenia,SVN,2016-01-25,48.87
Slovakia,SVK,2016-01-25,45.56
Portugal,PRT,2016-01-25,46.72
Poland,POL,2016-01-25,40.19
Norway,NOR,2016-01-25,23.84
Austria,AUT,2016-01-25,28.35
Belgium,BEL,2016-01-25,30.9
Czechia,CZE,2016-01-25,32.52
Denmark,DNK,2016-01-25,24.07
Finland,FIN,2016-01-25,33.31
France,FRA,2016-01-25,31.59
Germany,DEU,2016-01-25,28.35
Estonia,EST,2016-01-25,33.31
Hungary,HUN,2016-01-25,51.26
Italy,ITA,2016-01-25,47.96
Latvia,LVA,2016-01-25,45.96
Lithuania,LTU,2016-01-25,49.37
Luxembourg,LUX,2016-01-25,28.35
Netherlands,NLD,2016-01-25,28.39
Greece,GRC,2016-01-25,53.36
Slovakia,SVK,2016-01-26,33.56
EU,EU,2016-01-26,35.13291666666667
Switzerland,CHE,2016-01-26,48.89
Sweden,SWE,2016-01-26,18.11
Spain,ESP,2016-01-26,48.85
Slovenia,SVN,2016-01-26,48.8
Romania,ROU,2016-01-26,45.44
Portugal,PRT,2016-01-26,48.85
Austria,AUT,2016-01-26,25.12
Hungary,HUN,2016-01-26,47.09
Greece,GRC,2016-01-26,51.23
Germany,DEU,2016-01-26,25.12
France,FRA,2016-01-26,31.05
Estonia,EST,2016-01-26,28.2
Denmark,DNK,2016-01-26,18.01
Czechia,CZE,2016-01-26,26.24
Finland,FIN,2016-01-26,28.2
Italy,ITA,2016-01-26,47.71
Latvia,LVA,2016-01-26,41.72
Lithuania,LTU,2016-01-26,41.72
Luxembourg,LUX,2016-01-26,25.12
Netherlands,NLD,2016-01-26,29.55
Norway,NOR,2016-01-26,18.04
Belgium,BEL,2016-01-26,29.66
Poland,POL,2016-01-26,36.91
Romania,ROU,2016-01-27,47.41
EU,EU,2016-01-27,32.65125
Switzerland,CHE,2016-01-27,46.67
Sweden,SWE,2016-01-27,16.68
Spain,ESP,2016-01-27,43.36
Slovenia,SVN,2016-01-27,48.06
Slovakia,SVK,2016-01-27,28.05
Portugal,PRT,2016-01-27,43.36
Norway,NOR,2016-01-27,16.67
Austria,AUT,2016-01-27,19.35
Belgium,BEL,2016-01-27,26.24
Czechia,CZE,2016-01-27,24.98
Denmark,DNK,2016-01-27,14.81
Estonia,EST,2016-01-27,28.87
Finland,FIN,2016-01-27,28.87
France,FRA,2016-01-27,27.03
Poland,POL,2016-01-27,33.02
Germany,DEU,2016-01-27,19.35
Hungary,HUN,2016-01-27,48.56
Italy,ITA,2016-01-27,47.25
Latvia,LVA,2016-01-27,38.38
Lithuania,LTU,2016-01-27,38.38
Luxembourg,LUX,2016-01-27,19.35
Greece,GRC,2016-01-27,51.54
Netherlands,NLD,2016-01-27,27.39
Slovenia,SVN,2016-01-28,48.31
Spain,ESP,2016-01-28,47.26
Slovakia,SVK,2016-01-28,29.01
Switzerland,CHE,2016-01-28,45.59
EU,EU,2016-01-28,34.024166666666666
Sweden,SWE,2016-01-28,16.83
Romania,ROU,2016-01-28,45.45
Luxembourg,LUX,2016-01-28,26.08
Poland,POL,2016-01-28,31.64
Belgium,BEL,2016-01-28,29.19
Czechia,CZE,2016-01-28,28.8
Denmark,DNK,2016-01-28,16.59
Estonia,EST,2016-01-28,29.38
Finland,FIN,2016-01-28,28.74
France,FRA,2016-01-28,30.84
Germany,DEU,2016-01-28,26.08
Greece,GRC,2016-01-28,47.96
Hungary,HUN,2016-01-28,45.9
Italy,ITA,2016-01-28,47.71
Portugal,PRT,2016-01-28,47.26
Austria,AUT,2016-01-28,26.08
Latvia,LVA,2016-01-28,39.0
Lithuania,LTU,2016-01-28,39.0
Netherlands,NLD,2016-01-28,27.05
Norway,NOR,2016-01-28,16.83
Greece,GRC,2016-01-29,51.21
Finland,FIN,2016-01-29,28.17
Estonia,EST,2016-01-29,28.17
Denmark,DNK,2016-01-29,16.04
Czechia,CZE,2016-01-29,23.42
Belgium,BEL,2016-01-29,28.52
Austria,AUT,2016-01-29,22.36
EU,EU,2016-01-29,33.19
Germany,DEU,2016-01-29,22.36
Switzerland,CHE,2016-01-29,44.36
Sweden,SWE,2016-01-29,16.04
Spain,ESP,2016-01-29,45.92
Slovenia,SVN,2016-01-29,48.74
Slovakia,SVK,2016-01-29,30.71
Romania,ROU,2016-01-29,46.74
Portugal,PRT,2016-01-29,45.92
Poland,POL,2016-01-29,33.05
Norway,NOR,2016-01-29,16.24
Netherlands,NLD,2016-01-29,27.93
Luxembourg,LUX,2016-01-29,22.36
Lithuania,LTU,2016-01-29,37.57
Latvia,LVA,2016-01-29,37.57
Italy,ITA,2016-01-29,47.31
Hungary,HUN,2016-01-29,46.76
France,FRA,2016-01-29,29.09
Spain,ESP,2016-01-30,37.54
EU,EU,2016-01-30,26.31625
Switzerland,CHE,2016-01-30,40.72
Sweden,SWE,2016-01-30,13.71
Slovakia,SVK,2016-01-30,18.46
Slovenia,SVN,2016-01-30,41.95
Portugal,PRT,2016-01-30,37.54
Austria,AUT,2016-01-30,11.82
Belgium,BEL,2016-01-30,19.86
Czechia,CZE,2016-01-30,18.46
Denmark,DNK,2016-01-30,12.22
Estonia,EST,2016-01-30,13.92
Finland,FIN,2016-01-30,13.71
France,FRA,2016-01-30,18.84
Germany,DEU,2016-01-30,11.82
Greece,GRC,2016-01-30,51.27
Hungary,HUN,2016-01-30,42.58
Italy,ITA,2016-01-30,42.39
Latvia,LVA,2016-01-30,29.78
Romania,ROU,2016-01-30,43.48
Netherlands,NLD,2016-01-30,24.89
Poland,POL,2016-01-30,29.68
Norway,NOR,2016-01-30,15.35
Luxembourg,LUX,2016-01-30,11.82
Lithuania,LTU,2016-01-30,29.78
Italy,ITA,2016-01-31,27.88
Austria,AUT,2016-01-31,12.38
Belgium,BEL,2016-01-31,16.66
Portugal,PRT,2016-01-31,32.88
Czechia,CZE,2016-01-31,20.52
Romania,ROU,2016-01-31,30.97
Denmark,DNK,2016-01-31,12.53
Estonia,EST,2016-01-31,21.48
EU,EU,2016-01-31,23.594583333333333
Finland,FIN,2016-01-31,21.48
France,FRA,2016-01-31,16.6
Germany,DEU,2016-01-31,12.38
Poland,POL,2016-01-31,25.74
Norway,NOR,2016-01-31,16.51
Greece,GRC,2016-01-31,47.49
Luxembourg,LUX,2016-01-31,12.38
Lithuania,LTU,2016-01-31,30.28
Latvia,LVA,2016-01-31,30.28
Hungary,HUN,2016-01-31,30.98
Netherlands,NLD,2016-01-31,21.82
Slovakia,SVK,2016-01-31,20.52
Slovenia,SVN,2016-01-31,26.47
Spain,ESP,2016-01-31,32.88
Sweden,SWE,2016-01-31,16.49
Switzerland,CHE,2016-01-31,28.67
Switzerland,CHE,2016-02-01,39.36
EU,EU,2016-02-01,31.559583333333332
Sweden,SWE,2016-02-01,18.41
Spain,ESP,2016-02-01,44.37
Slovenia,SVN,2016-02-01,43.59
Slovakia,SVK,2016-02-01,29.66
Romania,ROU,2016-02-01,38.66
Portugal,PRT,2016-02-01,46.18
Poland,POL,2016-02-01,34.08
Netherlands,NLD,2016-02-01,26.19
Luxembourg,LUX,2016-02-01,20.74
Lithuania,LTU,2016-02-01,38.24
Norway,NOR,2016-02-01,18.31
Italy,ITA,2016-02-01,43.3
Austria,AUT,2016-02-01,20.74
Latvia,LVA,2016-02-01,38.24
Belgium,BEL,2016-02-01,24.92
Czechia,CZE,2016-02-01,29.66
Estonia,EST,2016-02-01,29.9
Denmark,DNK,2016-02-01,17.9
France,FRA,2016-02-01,23.45
Germany,DEU,2016-02-01,20.74
Greece,GRC,2016-02-01,44.31
Hungary,HUN,2016-02-01,36.58
Finland,FIN,2016-02-01,29.9
Romania,ROU,2016-02-02,41.03
Norway,NOR,2016-02-02,16.96
Poland,POL,2016-02-02,30.81
Portugal,PRT,2016-02-02,42.11
Slovakia,SVK,2016-02-02,26.61
EU,EU,2016-02-02,29.94666666666667
Spain,ESP,2016-02-02,42.11
Sweden,SWE,2016-02-02,16.93
Switzerland,CHE,2016-02-02,42.66
Netherlands,NLD,2016-02-02,25.97
Slovenia,SVN,2016-02-02,42.47
Luxembourg,LUX,2016-02-02,16.97
Denmark,DNK,2016-02-02,14.19
Latvia,LVA,2016-02-02,30.63
Italy,ITA,2016-02-02,44.42
Hungary,HUN,2016-02-02,40.97
Greece,GRC,2016-02-02,45.3
Germany,DEU,2016-02-02,16.97
France,FRA,2016-02-02,23.34
Finland,FIN,2016-02-02,29.85
Estonia,EST,2016-02-02,29.85
Czechia,CZE,2016-02-02,26.61
Belgium,BEL,2016-02-02,24.36
Austria,AUT,2016-02-02,16.97
Lithuania,LTU,2016-02-02,30.63
Norway,NOR,2016-02-03,17.78
Romania,ROU,2016-02-03,39.08
Portugal,PRT,2016-02-03,33.01
Slovakia,SVK,2016-02-03,26.59
Poland,POL,2016-02-03,30.82
Spain,ESP,2016-02-03,33.11
Sweden,SWE,2016-02-03,17.78
Switzerland,CHE,2016-02-03,40.32
EU,EU,2016-02-03,29.46291666666667
Netherlands,NLD,2016-02-03,26.02
Slovenia,SVN,2016-02-03,35.8
Luxembourg,LUX,2016-02-03,23.05
Estonia,EST,2016-02-03,30.41
Latvia,LVA,2016-02-03,31.31
Austria,AUT,2016-02-03,23.05
Czechia,CZE,2016-02-03,26.59
Denmark,DNK,2016-02-03,16.65
Finland,FIN,2016-02-03,30.41
Belgium,BEL,2016-02-03,25.1
Germany,DEU,2016-02-03,23.05
France,FRA,2016-02-03,24.72
Italy,ITA,2016-02-03,39.78
Lithuania,LTU,2016-02-03,31.31
Greece,GRC,2016-02-03,42.62
Hungary,HUN,2016-02-03,38.75
Netherlands,NLD,2016-02-04,26.9
Switzerland,CHE,2016-02-04,36.44
Sweden,SWE,2016-02-04,18.24
EU,EU,2016-02-04,29.450833333333332
Slovenia,SVN,2016-02-04,34.08
Slovakia,SVK,2016-02-04,28.5
Romania,ROU,2016-02-04,32.64
Portugal,PRT,2016-02-04,33.94
Poland,POL,2016-02-04,30.93
Norway,NOR,2016-02-04,18.22
Spain,ESP,2016-02-04,34.68
Luxembourg,LUX,2016-02-04,26.64
Latvia,LVA,2016-02-04,31.54
Lithuania,LTU,2016-02-04,31.54
Belgium,BEL,2016-02-04,26.82
Czechia,CZE,2016-02-04,28.5
Denmark,DNK,2016-02-04,18.27
Estonia,EST,2016-02-04,29.24
Austria,AUT,2016-02-04,26.64
France,FRA,2016-02-04,26.78
Germany,DEU,2016-02-04,26.64
Greece,GRC,2016-02-04,40.43
Hungary,HUN,2016-02-04,32.18
Italy,ITA,2016-02-04,37.79
Finland,FIN,2016-02-04,29.24
Poland,POL,2016-02-05,34.48
Portugal,PRT,2016-02-05,37.77
Romania,ROU,2016-02-05,34.84
Slovakia,SVK,2016-02-05,30.32
Sweden,SWE,2016-02-05,20.71
Spain,ESP,2016-02-05,37.77
Switzerland,CHE,2016-02-05,37.88
EU,EU,2016-02-05,32.03916666666667
Norway,NOR,2016-02-05,20.64
Slovenia,SVN,2016-02-05,37.66
Netherlands,NLD,2016-02-05,27.87
Finland,FIN,2016-02-05,34.08
Lithuania,LTU,2016-02-05,35.36
Austria,AUT,2016-02-05,27.59
Luxembourg,LUX,2016-02-05,27.59
Czechia,CZE,2016-02-05,30.32
Denmark,DNK,2016-02-05,20.58
Estonia,EST,2016-02-05,34.32
Belgium,BEL,2016-02-05,28.42
Germany,DEU,2016-02-05,27.59
Greece,GRC,2016-02-05,45.12
Hungary,HUN,2016-02-05,34.7
Italy,ITA,2016-02-05,39.52
Latvia,LVA,2016-02-05,35.36
France,FRA,2016-02-05,28.45
EU,EU,2016-02-06,24.701666666666668
Switzerland,CHE,2016-02-06,33.53
Norway,NOR,2016-02-06,15.91
Spain,ESP,2016-02-06,26.87
Slovenia,SVN,2016-02-06,35.68
Slovakia,SVK,2016-02-06,17.9
Romania,ROU,2016-02-06,29.35
Portugal,PRT,2016-02-06,26.87
Poland,POL,2016-02-06,28.7
Netherlands,NLD,2016-02-06,18.99
Sweden,SWE,2016-02-06,15.9
Lithuania,LTU,2016-02-06,29.39
Austria,AUT,2016-02-06,15.75
Luxembourg,LUX,2016-02-06,15.75
Czechia,CZE,2016-02-06,17.9
Denmark,DNK,2016-02-06,15.47
Estonia,EST,2016-02-06,28.89
Finland,FIN,2016-02-06,26.54
Belgium,BEL,2016-02-06,16.92
Germany,DEU,2016-02-06,15.75
Greece,GRC,2016-02-06,44.28
Hungary,HUN,2016-02-06,30.09
Italy,ITA,2016-02-06,40.48
Latvia,LVA,2016-02-06,29.39
France,FRA,2016-02-06,16.54
Poland,POL,2016-02-07,24.68
EU,EU,2016-02-07,18.83625
Switzerland,CHE,2016-02-07,29.63
Sweden,SWE,2016-02-07,14.52
Spain,ESP,2016-02-07,16.56
Slovenia,SVN,2016-02-07,25.69
Slovakia,SVK,2016-02-07,8.94
Romania,ROU,2016-02-07,20.03
Portugal,PRT,2016-02-07,16.56
Norway,NOR,2016-02-07,15.01
Netherlands,NLD,2016-02-07,17.44
Luxembourg,LUX,2016-02-07,9.98
Austria,AUT,2016-02-07,9.98
Belgium,BEL,2016-02-07,12.98
Czechia,CZE,2016-02-07,8.94
Estonia,EST,2016-02-07,22.89
Finland,FIN,2016-02-07,14.9
France,FRA,2016-02-07,13.56
Denmark,DNK,2016-02-07,11.71
Greece,GRC,2016-02-07,44.81
Hungary,HUN,2016-02-07,15.68
Italy,ITA,2016-02-07,37.28
Latvia,LVA,2016-02-07,25.16
Lithuania,LTU,2016-02-07,25.16
Germany,DEU,2016-02-07,9.98
EU,EU,2016-02-08,25.367500000000003
Portugal,PRT,2016-02-08,29.6
Switzerland,CHE,2016-02-08,37.62
Sweden,SWE,2016-02-08,14.58
Spain,ESP,2016-02-08,29.6
Slovenia,SVN,2016-02-08,21.34
Slovakia,SVK,2016-02-08,25.96
Romania,ROU,2016-02-08,27.12
Poland,POL,2016-02-08,29.16
Denmark,DNK,2016-02-08,13.11
Netherlands,NLD,2016-02-08,24.04
Austria,AUT,2016-02-08,12.39
Belgium,BEL,2016-02-08,22.91
Norway,NOR,2016-02-08,15.48
Estonia,EST,2016-02-08,29.11
Finland,FIN,2016-02-08,28.84
France,FRA,2016-02-08,19.93
Czechia,CZE,2016-02-08,25.96
Greece,GRC,2016-02-08,48.13
Hungary,HUN,2016-02-08,27.13
Italy,ITA,2016-02-08,39.41
Latvia,LVA,2016-02-08,31.31
Lithuania,LTU,2016-02-08,31.31
Luxembourg,LUX,2016-02-08,12.39
Germany,DEU,2016-02-08,12.39
Portugal,PRT,2016-02-09,22.81
EU,EU,2016-02-09,26.187916666666666
Switzerland,CHE,2016-02-09,37.17
Sweden,SWE,2016-02-09,17.06
Spain,ESP,2016-02-09,23.63
Slovenia,SVN,2016-02-09,22.38
Slovakia,SVK,2016-02-09,29.03
Romania,ROU,2016-02-09,31.04
Poland,POL,2016-02-09,29.18
Estonia,EST,2016-02-09,27.36
Netherlands,NLD,2016-02-09,24.83
Austria,AUT,2016-02-09,17.53
Belgium,BEL,2016-02-09,25.29
Czechia,CZE,2016-02-09,29.03
Denmark,DNK,2016-02-09,14.18
France,FRA,2016-02-09,24.2
Germany,DEU,2016-02-09,17.53
Finland,FIN,2016-02-09,27.28
Greece,GRC,2016-02-09,46.41
Hungary,HUN,2016-02-09,30.78
Italy,ITA,2016-02-09,37.17
Latvia,LVA,2016-02-09,29.99
Lithuania,LTU,2016-02-09,29.99
Luxembourg,LUX,2016-02-09,17.53
Norway,NOR,2016-02-09,17.11
EU,EU,2016-02-10,27.08
Romania,ROU,2016-02-10,18.5
Switzerland,CHE,2016-02-10,34.7
Sweden,SWE,2016-02-10,19.77
Spain,ESP,2016-02-10,27.79
Slovenia,SVN,2016-02-10,23.17
Slovakia,SVK,2016-02-10,25.49
Portugal,PRT,2016-02-10,28.6
Poland,POL,2016-02-10,33.11
Norway,NOR,2016-02-10,19.01
Austria,AUT,2016-02-10,24.52
Belgium,BEL,2016-02-10,28.21
Czechia,CZE,2016-02-10,25.49
Denmark,DNK,2016-02-10,19.83
Estonia,EST,2016-02-10,29.22
France,FRA,2016-02-10,27.93
Germany,DEU,2016-02-10,24.52
Finland,FIN,2016-02-10,28.02
Hungary,HUN,2016-02-10,25.49
Italy,ITA,2016-02-10,34.91
Latvia,LVA,2016-02-10,30.01
Lithuania,LTU,2016-02-10,30.01
Luxembourg,LUX,2016-02-10,24.52
Netherlands,NLD,2016-02-10,26.54
Greece,GRC,2016-02-10,40.56
Switzerland,CHE,2016-02-11,37.59
Romania,ROU,2016-02-11,26.03
EU,EU,2016-02-11,29.75583333333333
Sweden,SWE,2016-02-11,20.33
Spain,ESP,2016-02-11,32.14
Slovenia,SVN,2016-02-11,28.01
Slovakia,SVK,2016-02-11,26.51
Portugal,PRT,2016-02-11,31.66
Hungary,HUN,2016-02-11,26.76
Norway,NOR,2016-02-11,19.39
Austria,AUT,2016-02-11,25.93
Belgium,BEL,2016-02-11,30.88
Czechia,CZE,2016-02-11,26.51
Denmark,DNK,2016-02-11,20.69
Poland,POL,2016-02-11,33.82
Finland,FIN,2016-02-11,31.19
France,FRA,2016-02-11,31.92
Germany,DEU,2016-02-11,25.93
Greece,GRC,2016-02-11,44.14
Estonia,EST,2016-02-11,33.9
Netherlands,NLD,2016-02-11,27.49
Latvia,LVA,2016-02-11,34.8
Lithuania,LTU,2016-02-11,34.8
Luxembourg,LUX,2016-02-11,25.93
Italy,ITA,2016-02-11,37.79
Sweden,SWE,2016-02-12,22.67
Spain,ESP,2016-02-12,23.76
Slovenia,SVN,2016-02-12,28.28
Slovakia,SVK,2016-02-12,31.07
Romania,ROU,2016-02-12,33.59
Portugal,PRT,2016-02-12,23.74
Poland,POL,2016-02-12,36.04
Luxembourg,LUX,2016-02-12,28.57
Netherlands,NLD,2016-02-12,28.57
Switzerland,CHE,2016-02-12,36.08
Hungary,HUN,2016-02-12,33.0
Greece,GRC,2016-02-12,44.08
Italy,ITA,2016-02-12,38.01
Latvia,LVA,2016-02-12,37.2
Lithuania,LTU,2016-02-12,37.2
Norway,NOR,2016-02-12,20.86
Finland,FIN,2016-02-12,32.16
France,FRA,2016-02-12,28.59
Estonia,EST,2016-02-12,34.72
Germany,DEU,2016-02-12,28.57
EU,EU,2016-02-12,30.80333333333333
Austria,AUT,2016-02-12,28.57
Belgium,BEL,2016-02-12,28.59
Czechia,CZE,2016-02-12,31.07
Denmark,DNK,2016-02-12,24.29
Luxembourg,LUX,2016-02-13,22.55
Norway,NOR,2016-02-13,18.58
Poland,POL,2016-02-13,31.87
Portugal,PRT,2016-02-13,8.93
Romania,ROU,2016-02-13,22.56
Netherlands,NLD,2016-02-13,24.64
Slovenia,SVN,2016-02-13,25.5
Spain,ESP,2016-02-13,8.93
Lithuania,LTU,2016-02-13,31.94
Sweden,SWE,2016-02-13,18.58
Switzerland,CHE,2016-02-13,29.78
Slovakia,SVK,2016-02-13,22.09
Latvia,LVA,2016-02-13,31.94
Hungary,HUN,2016-02-13,22.52
Czechia,CZE,2016-02-13,22.09
Greece,GRC,2016-02-13,41.47
Germany,DEU,2016-02-13,22.55
France,FRA,2016-02-13,22.93
Finland,FIN,2016-02-13,22.79
Estonia,EST,2016-02-13,31.5
Denmark,DNK,2016-02-13,18.49
Italy,ITA,2016-02-13,31.79
Belgium,BEL,2016-02-13,23.15
Austria,AUT,2016-02-13,22.55
EU,EU,2016-02-13,24.155
Greece,GRC,2016-02-14,38.81
Hungary,HUN,2016-02-14,13.79
Germany,DEU,2016-02-14,15.51
Luxembourg,LUX,2016-02-14,15.51
Lithuania,LTU,2016-02-14,29.56
Italy,ITA,2016-02-14,34.91
France,FRA,2016-02-14,16.23
Latvia,LVA,2016-02-14,29.56
Estonia,EST,2016-02-14,28.08
Denmark,DNK,2016-02-14,17.42
Czechia,CZE,2016-02-14,12.42
Belgium,BEL,2016-02-14,16.74
Austria,AUT,2016-02-14,15.51
Netherlands,NLD,2016-02-14,19.0
EU,EU,2016-02-14,19.45875
Finland,FIN,2016-02-14,18.41
Norway,NOR,2016-02-14,17.46
Sweden,SWE,2016-02-14,17.54
Portugal,PRT,2016-02-14,5.83
Romania,ROU,2016-02-14,13.59
Slovakia,SVK,2016-02-14,12.42
Slovenia,SVN,2016-02-14,15.93
Spain,ESP,2016-02-14,6.8
Switzerland,CHE,2016-02-14,27.59
Poland,POL,2016-02-14,28.39
Netherlands,NLD,2016-02-15,25.31
Norway,NOR,2016-02-15,20.95
Poland,POL,2016-02-15,31.72
Portugal,PRT,2016-02-15,18.66
Romania,ROU,2016-02-15,25.28
Spain,ESP,2016-02-15,18.74
Luxembourg,LUX,2016-02-15,24.77
Sweden,SWE,2016-02-15,21.44
Switzerland,CHE,2016-02-15,35.07
EU,EU,2016-02-15,27.322916666666668
Slovakia,SVK,2016-02-15,25.31
Lithuania,LTU,2016-02-15,32.79
Slovenia,SVN,2016-02-15,27.06
Italy,ITA,2016-02-15,39.46
Hungary,HUN,2016-02-15,25.31
Greece,GRC,2016-02-15,43.2
Germany,DEU,2016-02-15,24.77
France,FRA,2016-02-15,26.51
Finland,FIN,2016-02-15,28.84
Estonia,EST,2016-02-15,29.95
Denmark,DNK,2016-02-15,21.36
Czechia,CZE,2016-02-15,25.31
Belgium,BEL,2016-02-15,26.38
Austria,AUT,2016-02-15,24.77
Latvia,LVA,2016-02-15,32.79
Hungary,HUN,2016-02-16,29.78
Italy,ITA,2016-02-16,40.13
Latvia,LVA,2016-02-16,32.7
Lithuania,LTU,2016-02-16,32.7
Norway,NOR,2016-02-16,25.1
Netherlands,NLD,2016-02-16,32.5
Portugal,PRT,2016-02-16,32.14
EU,EU,2016-02-16,31.898750000000003
Greece,GRC,2016-02-16,42.45
Luxembourg,LUX,2016-02-16,32.23
Germany,DEU,2016-02-16,32.23
France,FRA,2016-02-16,35.23
Sweden,SWE,2016-02-16,26.25
Spain,ESP,2016-02-16,32.7
Slovenia,SVN,2016-02-16,28.52
Slovakia,SVK,2016-02-16,29.82
Finland,FIN,2016-02-16,27.91
Estonia,EST,2016-02-16,28.31
Denmark,DNK,2016-02-16,26.84
Czechia,CZE,2016-02-16,29.82
Belgium,BEL,2016-02-16,33.38
Austria,AUT,2016-02-16,32.23
Romania,ROU,2016-02-16,29.42
Switzerland,CHE,2016-02-16,38.89
Poland,POL,2016-02-16,34.29
Greece,GRC,2016-02-17,44.78
Austria,AUT,2016-02-17,26.16
Switzerland,CHE,2016-02-17,40.92
Sweden,SWE,2016-02-17,18.67
Spain,ESP,2016-02-17,37.6
Slovenia,SVN,2016-02-17,28.18
Slovakia,SVK,2016-02-17,24.89
Romania,ROU,2016-02-17,24.8
Portugal,PRT,2016-02-17,37.11
Poland,POL,2016-02-17,33.01
Netherlands,NLD,2016-02-17,29.46
Luxembourg,LUX,2016-02-17,26.16
Lithuania,LTU,2016-02-17,32.64
Latvia,LVA,2016-02-17,32.64
Norway,NOR,2016-02-17,18.54
Hungary,HUN,2016-02-17,24.77
Belgium,BEL,2016-02-17,36.28
Italy,ITA,2016-02-17,39.66
Denmark,DNK,2016-02-17,18.75
Estonia,EST,2016-02-17,27.95
Finland,FIN,2016-02-17,26.61
EU,EU,2016-02-17,29.997083333333332
Czechia,CZE,2016-02-17,24.89
Germany,DEU,2016-02-17,26.16
France,FRA,2016-02-17,39.3
Lithuania,LTU,2016-02-18,28.06
Sweden,SWE,2016-02-18,23.73
Spain,ESP,2016-02-18,36.77
Slovenia,SVN,2016-02-18,32.73
Slovakia,SVK,2016-02-18,25.82
Romania,ROU,2016-02-18,25.17
Portugal,PRT,2016-02-18,35.43
Poland,POL,2016-02-18,35.4
Norway,NOR,2016-02-18,22.54
Netherlands,NLD,2016-02-18,29.33
Luxembourg,LUX,2016-02-18,27.91
Switzerland,CHE,2016-02-18,39.54
Latvia,LVA,2016-02-18,28.06
Denmark,DNK,2016-02-18,24.49
Hungary,HUN,2016-02-18,25.82
Greece,GRC,2016-02-18,46.84
Germany,DEU,2016-02-18,27.91
France,FRA,2016-02-18,37.12
Finland,FIN,2016-02-18,26.72
Estonia,EST,2016-02-18,27.41
Czechia,CZE,2016-02-18,25.82
Belgium,BEL,2016-02-18,36.13
Austria,AUT,2016-02-18,27.91
Italy,ITA,2016-02-18,38.54
EU,EU,2016-02-18,30.633333333333336
Luxembourg,LUX,2016-02-19,27.21
Netherlands,NLD,2016-02-19,27.5
Norway,NOR,2016-02-19,20.35
Poland,POL,2016-02-19,38.78
Portugal,PRT,2016-02-19,37.19
Sweden,SWE,2016-02-19,21.29
Slovakia,SVK,2016-02-19,25.84
Slovenia,SVN,2016-02-19,25.73
Spain,ESP,2016-02-19,37.91
Lithuania,LTU,2016-02-19,28.17
Romania,ROU,2016-02-19,29.06
Latvia,LVA,2016-02-19,28.17
Switzerland,CHE,2016-02-19,35.37
Hungary,HUN,2016-02-19,28.28
EU,EU,2016-02-19,29.727500000000003
Austria,AUT,2016-02-19,27.21
Belgium,BEL,2016-02-19,30.64
Czechia,CZE,2016-02-19,25.84
Denmark,DNK,2016-02-19,21.75
Italy,ITA,2016-02-19,36.31
Finland,FIN,2016-02-19,27.19
France,FRA,2016-02-19,32.8
Germany,DEU,2016-02-19,27.21
Greece,GRC,2016-02-19,45.49
Estonia,EST,2016-02-19,28.17
Netherlands,NLD,2016-02-20,23.34
Norway,NOR,2016-02-20,16.72
Poland,POL,2016-02-20,31.43
Portugal,PRT,2016-02-20,32.82
Romania,ROU,2016-02-20,20.98
Slovenia,SVN,2016-02-20,20.83
Spain,ESP,2016-02-20,32.92
Sweden,SWE,2016-02-20,16.26
Switzerland,CHE,2016-02-20,31.84
Luxembourg,LUX,2016-02-20,13.82
Slovakia,SVK,2016-02-20,12.87
Lithuania,LTU,2016-02-20,20.87
Latvia,LVA,2016-02-20,20.87
Italy,ITA,2016-02-20,35.02
Hungary,HUN,2016-02-20,20.69
Greece,GRC,2016-02-20,43.58
Germany,DEU,2016-02-20,13.82
France,FRA,2016-02-20,19.29
Finland,FIN,2016-02-20,20.6
Estonia,EST,2016-02-20,20.87
Denmark,DNK,2016-02-20,13.37
Czechia,CZE,2016-02-20,12.87
Belgium,BEL,2016-02-20,18.35
Austria,AUT,2016-02-20,13.82
EU,EU,2016-02-20,21.993750000000002
Netherlands,NLD,2016-02-21,16.47
Norway,NOR,2016-02-21,16.65
Poland,POL,2016-02-21,28.55
Portugal,PRT,2016-02-21,24.33
Switzerland,CHE,2016-02-21,24.72
Slovakia,SVK,2016-02-21,7.54
Slovenia,SVN,2016-02-21,10.26
Spain,ESP,2016-02-21,24.33
Sweden,SWE,2016-02-21,16.14
Luxembourg,LUX,2016-02-21,8.33
Romania,ROU,2016-02-21,12.69
Lithuania,LTU,2016-02-21,18.39
France,FRA,2016-02-21,12.36
Italy,ITA,2016-02-21,27.19
Hungary,HUN,2016-02-21,11.46
Greece,GRC,2016-02-21,42.85
Germany,DEU,2016-02-21,8.33
Finland,FIN,2016-02-21,16.15
Estonia,EST,2016-02-21,18.39
Denmark,DNK,2016-02-21,10.27
Czechia,CZE,2016-02-21,7.54
Belgium,BEL,2016-02-21,11.86
Austria,AUT,2016-02-21,8.33
EU,EU,2016-02-21,16.73
Latvia,LVA,2016-02-21,18.39
Switzerland,CHE,2016-02-22,32.14
Sweden,SWE,2016-02-22,18.73
Spain,ESP,2016-02-22,38.72
Poland,POL,2016-02-22,29.96
Slovakia,SVK,2016-02-22,18.95
Romania,ROU,2016-02-22,19.04
Portugal,PRT,2016-02-22,38.72
EU,EU,2016-02-22,24.932083333333335
Norway,NOR,2016-02-22,18.77
Slovenia,SVN,2016-02-22,19.76
